Object	RA	e_RA	Dec	e_Dec	Distance	e_Distance	FeH	e_FeH	Parallax	e_Parallax	Tspec	e_Tspec	logg	e_logg
1.60801036807187E+018	214.83262196988	5.52777777777778E-09	52.81979550552	5.77777777777778E-09	1893.07886	82.427065	-0.672	0	0.5056	0.0247	6033.7617	0	4.1637	0
1.60802379843369E+018	214.60221342777	6.05555555555556E-09	52.88861396842	7.47222222222222E-09	309.069611	2.441238	nan	0	3.2046	0.0281	nan	0	nan	0
1.60802380272992E+018	214.60154736858	5.41666666666667E-09	52.88870836558	6.97222222222222E-09	310.545624	2.50801099999998	nan	0	3.1951	0.0249	nan	0	nan	0
1.60791776857792E+018	214.35627710464	7.56388888888889E-08	52.51715251912	7.44166666666667E-08	772.00824	150.121338	nan	0	1.2728	0.3041	nan	0	nan	0
1.60799693341419E+018	214.79537636557	3.02777777777778E-09	52.51457065254	0.00000000325	259.827881	0.84097300000002	-0.0696	0	3.8314	0.0138	5025.875	0	4.549	0
1.6080192629484E+018	214.25694946662	0.00000001225	52.76482458464	0.00000001175	1865.04626	155.7771	-0.6976	0	0.5188	0.0522	5230.8516	0	4.5386	0
1.6080231455989E+018	214.69853635015	2.95833333333333E-08	52.87985157995	3.24166666666667E-08	897.85199	127.839477	-0.8618	0	1.1002	0.1322	3557.4995	0	4.513	0
1.60801813337271E+018	214.51531161509	1.13888888888889E-08	52.8898469447	1.26111111111111E-08	261.880035	3.91778550000001	-0.0543	0	3.7897	0.0523	3475.5249	0	4.8021	0
1.60792367415657E+018	214.23357072307	7.27777777777778E-08	52.63641425891	8.09166666666667E-08	301.214569	29.5750275	nan	0	3.4745	0.3355	nan	0	nan	0
1.60802397452825E+018	214.55726514574	1.52777777777778E-08	52.89290822887	1.60555555555556E-08	2582.57153	458.77063	-0.5036	0	0.3578	0.0673	4701.7891	0	4.6046	0
1.60800517545558E+018	214.92595931878	1.58055555555556E-08	52.65070826124	1.66944444444444E-08	895.12085	52.2178039999999	-0.3437	0	1.0946	0.0712	3930.0237	0	4.7363	0
1.60800589701012E+018	214.92682347614	1.33611111111111E-08	52.70813739184	1.45277777777778E-08	1851.15283	225.500305	-0.8818	0	0.517	0.0611	5118.0728	0	4.707	0
1.6079071857785E+018	214.43147506939	2.03333333333333E-08	52.48561526096	0.00000002125	1661.36365	275.194155	-0.4782	0	0.5886	0.0882	4570.0723	0	4.4649	0
1.60802400888835E+018	214.52352297589	4.83888888888889E-08	52.89181775946	5.11111111111111E-08	179.368912	7.09989949999999	nan	0	5.5482	0.2137	nan	0	nan	0
1.60791879937007E+018	214.30386029278	1.54722222222222E-08	52.54473441845	1.58055555555556E-08	1709.90198	193.22687	-0.8513	0	0.5681	0.0674	4870.3301	0	4.6996	0
1.6079241251295E+018	214.22372408549	6.94444444444445E-09	52.69341164937	6.63888888888889E-09	2361.92334	166.215825	-0.4671	0	0.395	0.0296	5887.1724	0	4.5831	0
1.60802324867812E+018	214.71171763976	1.80277777777778E-08	52.88050467448	2.00833333333333E-08	2016.80615	342.45917	-1.0376	0	0.4745	0.0822	4433.626	0	4.3937	0
